type,amount,newbalanceOrig,newbalanceDest,isFraud
0,134276.28,155755.28,195582.12,0
1,22904.14,0.0,482679.75,0
1,53487.57,0.0,75440.67,0
3,179320.86,0.0,179320.86,0
1,90081.43,0.0,93572.49,0
1,19955.45,0.0,1746705.29,0
0,321852.29,335833.29,39357.07,0
1,39394.27,104030.83,684355.25,0
0,227496.67,3188609.96,2023359.88,0
0,5174.0,4089206.31,393192.52,0
0,126.92,10460991.91,311183.86,0
1,165532.84,0.0,429474.41,0
1,36666.77,0.0,1897824.67,0
1,69499.12,0.0,69499.12,0
1,112275.79,0.0,12904647.1,0
0,54252.0,1586594.96,1975532.32,0
1,270418.41,0.0,831250.73,0
0,292704.69,9778384.22,310025.37,0
1,214689.57,0.0,3050232.08,0
0,24241.82,3774704.39,201093.57,0
3,664285.13,0.0,1429500.0,0
1,80814.18,0.0,1403605.29,0
0,214148.03,2056612.52,1834303.86,0
0,180446.65,7669965.55,259612.71,0
3,656228.92,0.0,2548270.65,0
1,122510.59,0.0,279456.91,0
1,42812.87,97450.92,3856588.16,0
1,140728.91,0.0,653688.81,0
1,194488.89,0.0,585835.25,0
0,153963.52,383120.23,327183.15,0
0,68002.86,2387838.91,135382.76,0
1,138964.48,0.0,2001115.52,0
3,569100.0,0.0,1759413.63,0
1,49561.45,0.0,1274912.17,0
0,424161.97,2446779.49,499822.83,0
3,136712.68,0.0,911250.15,0
1,71974.15,126869.47,219205.95,0
1,149376.05,41064.95,266081.33,0
3,1592678.22,0.0,4749327.94,0
1,412705.66,0.0,1404946.11,0
1,200369.18,0.0,580204.72,0
3,194259.7,0.0,664768.09,0
1,236119.82,0.0,442333.48,0
3,588814.86,0.0,3707450.17,0
3,2810705.38,0.0,9104114.86,0
1,202605.08,0.0,225017.45,0
1,23552.52,0.0,4001496.96,0
0,204084.11,311002.11,516424.75,0
1,131117.64,0.0,398732.86,0
1,168158.86,0.0,450844.66,0
1,396065.57,0.0,1709256.22,0
0,291772.18,6301265.91,98518.33,0
1,86850.82,0.0,277465.19,0
1,150913.77,0.0,2390499.24,0
0,186846.94,198596.94,4111156.89,0
1,74285.28,0.0,754573.57,0
1,280729.51,0.0,280729.51,0
1,52945.09,0.0,278133.67,0
0,80955.59,1587508.08,21895.38,0
1,42278.99,0.0,880576.8,0
1,173456.14,0.0,473437.51,0
1,29352.53,0.0,589725.78,0
1,258695.67,0.0,1455172.27,0
1,2286.52,0.0,10941298.44,0
1,195484.0,0.0,633118.76,0
1,235152.48,0.0,2047414.38,0
1,77961.46,0.0,650112.8,0
0,62051.58,958342.89,37114.77,0
1,29700.53,321.47,29700.53,0
0,189013.41,259303.15,531715.6,0
0,144716.97,717574.84,5079535.54,0
3,412847.59,0.0,1511408.32,0
3,26422.17,0.0,1213901.91,0
1,257267.44,0.0,920764.2,0
1,236091.58,0.0,1016357.41,0
1,204545.4,0.0,276387.07,0
0,102930.9,102930.9,86395.65,0
3,779348.27,0.0,800857.95,0
1,13627.63,16611.37,265990.63,0
1,203011.64,0.0,1792108.3,0
1,56167.01,0.0,268287.8,0
3,287140.78,0.0,2764143.73,0
1,96382.02,309027.71,7896877.12,0
1,47402.52,0.0,47402.52,0
1,174510.45,0.0,1017320.95,0
1,78149.84,0.0,157488.17,0
0,12520.17,162461.17,217148.36,0
1,98039.1,0.0,255797.12,0
0,87846.34,10646277.71,18070.44,0
0,209410.67,940830.27,106385.13,0
1,25142.82,0.0,33106.26,0
1,128701.17,0.0,13237929.3,0
3,1520846.29,0.0,1652921.85,0
3,96383.82,0.0,395030.85,0
1,163554.86,0.0,163554.86,0
0,115122.33,3604737.04,781071.54,0
1,341391.19,0.0,1087266.58,0
3,306184.95,0.0,405147.5,0
3,105965.45,0.0,893533.81,0
0,216752.53,4523668.69,5183515.96,0
0,38608.69,14329570.26,4386703.28,0
0,41721.7,41830.7,418428.41,0
0,295873.27,363988.12,98625.65,0
1,299393.23,0.0,299393.23,0
1,78918.08,0.0,334003.89,0
1,57245.9,0.0,356782.74,0
3,255128.86,0.0,1474033.76,0
1,53741.95,0.0,345193.8,0
1,56241.42,0.0,1039695.96,0
3,388481.06,0.0,400936.72,0
1,230392.33,0.0,230392.33,0
3,73850.25,0.0,1972556.63,0
0,189149.75,1284746.49,473338.38,0
0,118863.86,3330526.02,1588403.37,0
0,19428.45,31968.45,4561245.72,0
0,296400.86,6743857.85,123339.13,0
1,248083.18,38141.82,102682.2,0
0,110302.76,5516087.46,38251.11,0
1,195624.42,0.0,362051.48,0
1,334510.55,0.0,334510.55,0
1,135907.16,0.0,135907.16,0
0,217342.65,27523784.61,6650997.27,0
0,164736.61,3797035.47,23439.19,0
1,183539.7,0.0,1789535.58,0
1,165826.75,0.0,296051.99,0
0,124371.01,8320600.68,43119.48,0
0,109898.03,9445092.38,17595607.64,0
0,168950.75,190115.75,438164.96,0
0,47351.88,2817522.34,513817.35,0
3,1457336.53,0.0,2378247.79,0
1,99749.89,0.0,2111643.62,0
0,204633.57,6345143.37,831354.15,0
1,353242.69,0.0,393324.26,0
0,180164.46,3668861.64,1009716.85,0
1,197180.53,0.0,1161620.44,0
1,104820.29,0.0,965718.29,0
1,45664.99,376464.01,217884.1,0
0,322843.86,1915779.45,339634.83,0
1,162810.94,0.0,6794459.1,0
0,307072.73,317136.73,50171.21,0
0,297157.99,9043659.44,413184.09,0
0,247009.46,1391225.55,1541693.37,0
0,293061.23,902375.64,98312.68,0
1,199547.95,0.0,2572294.92,0
1,107124.7,0.0,1454194.28,0
1,61340.49,0.0,224126.88,0
1,114305.15,0.0,751766.76,0
3,933631.24,0.0,5671480.58,0
0,54679.15,2157007.48,412876.37,0
0,15847.08,17577.08,168644.28,0
1,149402.76,0.0,2433392.25,0
3,9881.42,563467.54,352331.37,0
1,93696.79,0.0,1295226.96,0
0,106334.92,10422139.65,481518.0,0
1,302273.26,0.0,1432141.74,0
0,131510.01,138473.76,641852.73,0
1,191517.09,0.0,2489509.13,0
1,58377.57,0.0,2514637.12,0
3,2062088.91,0.0,7249092.79,0
0,433112.89,9321864.57,2731163.8,0
0,84883.42,561559.85,2854477.58,0
0,326900.25,5819164.55,11071655.54,0
0,173210.08,24602264.86,376093.11,0
1,226194.47,0.0,473234.6,0
1,17931.54,33271.46,17931.54,0
3,380119.04,0.0,852800.55,0
0,102423.86,1281410.25,7370580.84,0
0,338681.52,5149156.47,460717.6,0
1,130153.05,0.0,6818498.24,0
1,87205.86,0.0,295446.07,0
1,45682.67,248552.33,287416.97,0
1,273379.5,0.0,194711.1,0
3,2778488.77,0.0,10172464.33,0
1,195283.39,0.0,5485995.76,0
1,177453.24,0.0,2806637.13,0
0,186819.31,16725264.75,6569222.48,0
1,173880.02,0.0,560656.87,0
1,102615.86,0.0,102615.86,0
3,33571.23,0.0,986187.59,0
0,354098.25,6160262.17,4717210.33,0
1,75415.34,0.0,3211491.38,0
1,310467.55,0.0,1360027.45,0
0,137999.61,159612.61,1769986.64,0
1,50883.75,0.0,482718.34,0
1,240430.82,0.0,521857.17,0
1,18692.43,0.0,134375.75,0
1,148952.71,0.0,851256.3,0
1,89135.22,188187.78,89135.22,0
1,341801.11,0.0,1195729.32,0
1,213955.46,0.0,1094431.72,0
1,307174.63,0.0,788691.85,0
1,104931.27,0.0,11247361.29,0
0,113512.34,1303103.78,502975.69,0
1,213214.59,0.0,334893.14,0
1,527137.92,152559.67,1767318.26,0
0,179887.48,179992.48,1647526.09,0
1,22793.7,211279.17,66202.95,0
1,57919.04,0.0,173792.08,0
0,136295.62,1565118.19,189122.34,0
1,227127.28,0.0,657098.19,0
0,133598.69,2528583.68,266173.22,0
0,59518.34,1660779.13,189398.31,0
1,128326.27,327783.77,2279387.89,0
1,338243.83,0.0,1317996.73,0
1,9504.95,0.0,1078743.15,0
1,49009.7,0.0,115342.47,0
3,1068882.01,0.0,3071701.26,0
0,75452.69,6787975.54,936577.72,0
0,465428.31,467301.31,316793.16,0
3,986689.94,0.0,5990579.45,0
0,181834.54,5028867.11,9434011.49,0
0,207844.86,233986.86,2337478.43,0
1,582908.02,0.0,1507843.14,0
0,44674.64,9996036.09,716556.9,0
1,90322.24,0.0,341725.42,0
1,216566.59,0.0,2970695.15,0
0,21375.29,84857.29,1798081.96,0
1,169352.31,0.0,11156859.37,0
1,88169.85,0.0,249360.0,0
1,198931.22,0.0,2176376.73,0
0,162062.32,1132326.99,149826.06,0
0,323007.82,2555957.0,4380912.27,0
1,86011.88,0.0,196628.59,0
1,310406.25,0.0,2522198.4,0
1,9871.16,22035.84,54611.67,0
1,212842.36,0.0,583119.14,0
0,296282.63,935643.03,295680.0,0
1,139059.26,0.0,5688743.36,0
1,7284.52,173015.56,503234.09,0
0,115650.67,217444.07,421765.82,0
0,7113.32,23885.9,48102.98,0
1,200597.31,0.0,200597.31,0
1,267442.08,0.0,15363303.98,0
2,2739.05,18716.95,1493046.49,0
1,164340.17,0.0,894010.05,0
0,165146.14,1067057.95,402925.75,0
1,395137.18,6109.82,529447.65,0
1,85016.41,545914.59,580365.09,0
0,310253.19,424915.25,15075549.56,0
1,171635.02,0.0,1429805.26,0
0,131785.93,4278659.97,587974.58,0
0,142721.41,19108602.79,364366.3,0
1,92116.24,0.0,975989.62,0
0,77052.26,3526890.79,198541.4,0
1,138119.29,0.0,189842.29,0
0,142067.04,153062.04,928383.33,0
1,262492.45,0.0,2959068.47,0
1,242450.23,0.0,242450.23,0
1,395388.14,0.0,418557.54,0
1,168716.55,0.0,420759.47,0
1,26825.66,0.0,173819.4,0
0,92398.22,3207507.34,2221521.33,0
1,139198.11,0.0,5237701.5,0
1,144611.39,0.0,427373.65,0
0,193615.2,1413982.7,6452589.2,0
0,86467.29,4071234.04,583303.49,0
1,137009.56,0.0,695309.07,0
1,25656.64,0.0,1107644.24,0
1,129999.55,0.0,2167049.88,0
0,14522.1,9705393.47,4095159.85,0
0,164229.82,3952977.83,6286558.09,0
1,309165.04,0.0,309165.04,0
0,28843.5,55165.5,1110321.12,0
1,13304.35,57922.65,982071.01,0
1,67408.49,0.0,2156966.57,0
1,170828.73,0.0,438144.25,0
1,131938.57,133349.42,1197988.35,0
0,166651.19,9491315.86,1502441.13,0
0,47708.09,5934589.45,2696856.69,0
1,110617.82,0.0,110617.82,0
1,144110.15,66062.85,377416.86,0
3,392020.85,0.0,1853931.56,0
0,56569.13,57160.13,2839164.58,0
0,286386.14,3940652.59,2132293.86,0
1,113697.69,0.0,646733.54,0
1,342959.84,0.0,2246055.07,0
0,10416.12,697227.13,8314101.72,0
0,309942.01,3661291.71,16966.86,0
1,117109.17,0.0,629656.61,0
1,142455.19,0.0,142455.19,0
1,80153.46,23120.54,342648.87,0
1,85760.24,0.0,188941.11,0
1,145894.5,0.0,8297606.44,0
1,176142.3,0.0,595052.7,0
3,1342560.66,0.0,5982919.03,0
1,58289.04,0.0,233485.81,0
1,55283.05,45105.95,1076799.42,0
0,10289.35,757989.35,79037.05,0
1,178622.7,0.0,559745.06,0
0,195416.29,8257803.7,5285497.94,0
1,329287.54,0.0,2136961.47,0
1,84777.25,0.0,2938350.0,0
0,376492.18,1361734.19,86364.89,0
1,331671.79,0.0,2109674.07,0
1,95787.01,0.0,2265540.87,0
1,116562.37,0.0,1919876.22,0
1,44942.7,0.0,193665.41,0
0,389950.89,10978040.03,2163361.54,0
1,262808.23,0.0,5348299.81,0
3,259980.59,0.0,18022317.08,0
1,397111.74,0.0,397111.74,0
1,48636.03,0.0,583919.66,0
1,238082.13,0.0,1709231.16,0
1,215668.53,0.0,558743.18,0
1,296751.12,0.0,633796.53,0
1,92295.09,0.0,678177.98,0
1,41069.1,0.0,1726225.47,0
1,167291.1,0.0,167291.1,0
1,92721.19,106225.81,92721.19,0
0,67777.06,292398.59,181032.87,0
1,19720.3,0.0,246160.84,0
0,181601.6,197288.6,158207.35,0
1,304934.93,0.0,174941.12,0
1,225177.52,0.0,2790372.02,0
1,53311.27,0.0,750280.2,0
1,283302.98,0.0,649972.62,0
0,90934.18,29640443.27,50106.16,0
3,318047.75,0.0,318047.75,0
0,401263.86,4305559.87,124687.54,0
1,50511.58,0.0,293360.47,0
1,334743.14,0.0,358581.93,0
1,183235.68,0.0,319605.88,0
1,133293.63,0.0,4846358.27,0
1,98489.83,0.0,2551804.12,0
1,142543.11,0.0,1628331.67,0
3,907799.16,0.0,3867691.27,0
1,15791.32,65599.68,15791.32,0
1,316982.81,0.0,3647176.16,0
1,51517.95,0.0,2096852.16,0
1,68275.11,0.0,8653156.22,0
1,220454.9,0.0,220454.9,0
1,454599.4,0.0,507635.8,0
0,39709.72,70381.72,855909.87,0
1,26504.34,845044.66,1113687.89,0
1,108993.92,0.0,965768.39,0
1,504660.9,0.0,504660.9,0
0,129485.96,1537628.41,1971698.35,0
1,428149.7,0.0,428149.7,0
1,168454.35,0.0,429723.35,0
1,154825.93,0.0,4438690.79,0
1,201972.98,0.0,2402598.36,0
1,127971.85,0.0,856098.31,0
1,167509.58,0.0,541979.45,0
1,79467.13,0.0,285850.23,0
0,23314.28,3656245.93,371727.2,0
1,23164.4,0.0,454336.78,0
1,11099.25,0.0,809591.35,0
1,239154.02,0.0,1938373.06,0
1,351825.44,0.0,379784.23,0
3,335099.86,0.0,335099.86,0
3,395875.72,0.0,1210983.22,0
1,16362.59,0.0,122135.77,0
1,57805.28,7312.72,57805.28,0
1,106549.77,0.0,416205.99,0
1,178874.72,0.0,4354228.25,0
3,354950.43,0.0,4566115.21,0
1,53426.8,0.0,387218.89,0
1,41745.96,0.0,579422.1,0
1,221375.54,0.0,521726.38,0
3,322593.53,0.0,490901.08,0
0,193852.98,10235626.05,165958.96,0
0,45151.4,148714.4,493321.04,0
0,42154.85,74893.85,314516.11,0
0,22890.75,2771216.04,112270.35,0
0,374819.79,648370.58,36521.01,0
1,349445.98,0.0,2066254.11,0
0,87194.57,5948578.73,656612.85,0
0,327336.11,1453040.77,190179.76,0
0,222885.6,14159721.28,1568556.53,0
3,139917.76,0.0,772999.14,0
1,210265.31,0.0,588736.48,0
1,161104.16,0.0,995855.44,0
1,104190.29,0.0,433431.81,0
1,636872.02,0.0,2307174.46,0
1,35263.54,0.0,716218.5,0
1,143783.42,0.0,143783.42,0
1,231019.61,0.0,1487078.89,0
1,217397.86,0.0,1177630.41,0
1,350414.88,0.0,378212.1,0
1,105759.56,0.0,105759.56,0
1,292648.36,0.0,1806321.57,0
1,210860.49,0.0,223775.68,0
0,199025.15,2112513.13,494357.47,0
1,308588.83,0.0,308588.83,0
1,189877.44,0.0,12506.28,0
1,404515.62,0.0,8488311.45,0
1,44883.21,0.0,44883.21,0
1,159521.0,0.0,5962897.26,0
1,97941.97,0.0,347333.58,0
1,120711.18,0.0,120711.18,0
0,258702.74,6449149.6,3593376.24,0
1,227653.58,0.0,173535.19,0
0,162269.69,4136219.57,3700910.81,0
0,22848.82,45799.82,1039028.6,0
0,72821.05,8048706.83,585097.56,0
1,117701.26,0.0,291054.58,0
1,144144.64,0.0,3817004.51,0
0,204745.95,3467064.03,125214.06,0
0,37564.04,7637936.47,1474876.64,0
0,25394.29,86264.29,435457.82,0
1,84334.51,0.0,2917448.19,0
0,171690.67,171745.67,173647.43,0
3,669440.85,0.0,3357215.83,0
3,3027426.45,0.0,6464627.41,0
0,6548.74,21938638.42,21694.14,0
1,376341.17,0.0,2775249.41,0
1,394857.23,0.0,909430.28,0
1,35412.87,6932.13,35412.87,0
1,141251.83,0.0,289208.81,0
1,180356.17,0.0,845040.67,0
1,497610.64,0.0,497610.64,0
0,205753.8,1065178.36,1537607.72,0
1,39984.86,0.0,102655.97,0
1,215632.73,0.0,215632.73,0
0,133694.72,12244304.04,1095574.32,0
1,37349.28,0.0,100035.76,0
1,375085.93,0.0,6371321.47,0
1,560403.42,0.0,694854.0,0
0,103524.89,19623973.6,990682.3,0
0,112259.08,11036133.43,774366.98,0
0,181225.35,10028241.35,292819.1,0
1,157060.11,0.0,198008.74,0
1,385546.28,0.0,3683517.91,0
1,133293.15,123452.85,250197.59,0
0,281118.63,922420.88,95191.0,0
1,66879.63,33745.37,66879.63,0
3,1022888.94,0.0,2512103.11,0
1,119255.76,0.0,3953155.21,0
1,176449.25,0.0,176449.25,0
1,323296.25,297110.59,1995421.74,0
1,177053.47,0.0,843169.97,0
0,65331.07,8223484.45,136210.16,0
1,45014.09,0.0,1611700.2,0
1,592733.07,0.0,2352438.65,0
0,1149.46,343426.59,1994776.83,0
0,107772.68,427816.68,384479.89,0
1,126325.63,0.0,507769.79,0
0,132190.52,184397.52,2078137.92,0
3,390262.31,0.0,1723114.38,0
1,20652.83,0.0,495170.09,0
1,255641.37,0.0,1134327.65,0
1,123227.56,0.0,269034.89,0
1,5719.61,0.0,45550.5,0
0,239482.94,3639067.92,1285810.04,0
0,66551.06,66875.06,4196107.42,0
3,1373265.69,0.0,1729635.67,0
1,432056.56,0.0,461127.51,0
1,86904.26,170285.74,86904.26,0
0,304397.07,4504823.52,70610.31,0
3,230376.18,137886.82,230376.18,0
1,243542.61,0.0,2866472.19,0
0,180962.73,6077144.42,729870.42,0
1,147949.04,0.0,7170271.77,0
1,106909.35,70281.05,135434.03,0
3,470103.64,0.0,1270146.9,0
1,105857.21,0.0,284802.93,0
1,162910.07,0.0,162910.07,0
3,381875.71,0.0,389095.64,0
0,86154.95,665212.67,291886.58,0
0,99592.0,171315.0,1592324.83,0
1,45973.1,0.0,6898027.08,0
0,26109.01,26109.01,212091.81,0
1,107261.41,0.0,107261.41,0
0,326354.12,758285.72,4190266.03,0
1,458864.97,0.0,1798345.95,0
1,170307.41,0.0,580086.26,0
0,95912.19,4815660.85,64788.33,0
0,83929.47,23714025.49,47216.97,0
0,374360.26,388997.26,3246.16,0
1,124812.61,0.0,3386108.88,0
1,10227.85,0.0,28042.15,0
0,252820.28,304705.28,434283.76,0
1,88686.57,0.0,740054.04,0
1,4197.07,204546.0,1375670.43,0
0,596317.6,4874883.68,1413718.03,0
1,221071.18,0.0,2172515.47,0
3,1045888.67,0.0,1163223.22,0
1,24960.84,0.0,2466569.37,0
0,338345.2,546568.92,1221715.62,0
0,1957.37,4435928.45,2738.14,0
1,127734.04,0.0,317509.53,0
1,133045.42,0.0,133045.42,0
0,273441.02,383959.22,649119.28,0
1,352835.02,0.0,1422498.46,0
3,570011.76,0.0,1067307.2,0
1,120820.67,0.0,4013480.0,0
1,138584.56,0.0,304798.27,0
1,46873.46,0.0,108024.69,0
3,190622.05,0.0,1614294.72,0
0,110960.42,1157304.02,218100.1,0
1,66873.57,0.0,66873.57,0
1,390638.04,0.0,1001224.0,0
1,33999.24,0.0,79856.8,0
3,202438.87,0.0,23088336.75,0
0,311761.63,312274.63,236451.25,0
0,115098.18,2728518.22,285315.16,0
0,171668.96,398839.96,406011.28,0
0,470456.34,5301728.52,80718.03,0
1,327730.19,0.0,327730.19,0
0,258525.24,1067932.47,369695.15,0
3,507669.19,0.0,1636349.42,0
3,920549.7,0.0,920549.7,0
0,164326.25,6703063.23,576177.35,0
1,150226.09,0.0,852766.14,0
0,7249.88,240892.95,1468759.87,0
1,131698.41,0.0,1549370.97,0
1,160503.14,0.0,1272101.29,0
1,173439.3,0.0,182715.22,0
1,53808.09,0.0,3587047.82,0
1,149904.2,0.0,149904.2,0
1,260324.84,0.0,260324.84,0
1,390156.0,0.0,1057180.74,0
1,15616.38,0.0,111052.58,0
1,49962.14,0.0,1413597.74,0
0,272599.41,830405.35,879903.21,0
1,333437.42,0.0,4943389.13,0
1,134739.75,0.0,195190.84,0
3,615978.14,0.0,3139900.86,0
1,58650.66,0.0,1060378.72,0
3,372600.03,0.0,12428842.85,0
3,83995.94,0.0,2884947.95,0
0,291.71,1907.71,27802244.49,0
0,98446.62,2108101.85,177129.63,0
1,89327.71,0.0,723306.13,0
0,237322.88,1135827.4,7848307.71,0
1,382461.17,0.0,12126273.49,0
1,2111.65,0.0,11893052.66,0
3,860539.36,0.0,1514077.15,0
0,78646.09,2841840.63,7254969.21,0
3,191470.82,0.0,2134752.86,0
0,73741.31,74297.31,3511241.07,0
1,220032.89,0.0,220032.89,0
3,1135876.41,0.0,4328572.47,0
1,89454.56,179400.3,448044.99,0
1,17821.78,305132.22,124852.05,0
0,176366.6,8822194.21,870853.08,0
0,206894.97,18012675.47,215684.48,0
0,116445.11,192404.11,92005.42,0
1,64459.42,0.0,263835.21,0
0,249681.51,801728.32,915604.4,0
2,5059.38,0.0,1661573.46,0
1,153227.76,0.0,502365.58,0
1,39997.54,0.0,104189.4,0
1,175225.08,0.0,502833.87,0
1,540293.11,0.0,586609.3,0
1,29633.41,687.59,29633.41,0
1,160350.26,0.0,2568349.5,0
1,484502.02,291284.83,1567770.87,0
0,87409.65,3948575.25,282058.74,0
1,291959.31,0.0,4460190.88,0
0,52520.67,82621.67,18101.55,0
1,126863.28,0.0,590105.4,0
0,98823.1,5224829.98,9195100.96,0
1,115903.15,0.0,261473.67,0
0,247301.76,918304.67,234531.81,0
1,36759.81,0.0,36759.81,0
1,106908.41,0.0,1806313.36,0
1,80841.77,0.0,1069234.19,0
0,191095.93,272736.93,640991.22,0
0,300128.2,2528967.95,431577.88,0
0,288261.62,15560769.67,524797.16,0
0,96673.16,96701.16,49387.08,0
3,355425.91,0.0,13438677.29,0
1,10421.96,0.0,3133299.8,0
1,302596.37,0.0,302596.37,0
1,112481.37,0.0,462929.84,0
0,12974.01,3165433.37,2903189.86,0
0,134076.52,544613.52,9826014.26,0
1,166496.34,0.0,449769.68,0
3,246416.45,0.0,337286.74,0
1,193917.8,0.0,666942.8,0
0,177334.41,179866.41,21580.65,0
1,270428.49,0.0,724168.02,0
1,156753.86,642973.14,156753.86,0
1,40814.6,0.0,628053.45,0
0,16975.38,468320.58,1242334.04,0
1,275649.88,0.0,275649.88,0
1,220893.67,0.0,12292872.65,0
0,237732.5,902830.45,543428.82,0
1,49003.48,61925.92,1695444.16,0
0,23749.95,158396.95,8852579.89,0
1,377905.21,0.0,910629.7,0
0,391577.2,3642935.99,63256.62,0
1,143269.72,0.0,414684.74,0
1,156718.66,67154.34,839378.35,0
1,210105.63,64785.37,210105.63,0
1,37114.47,0.0,446269.47,0
1,161999.84,0.0,752782.74,0
3,258518.31,0.0,867813.31,0
0,85530.68,20062727.51,1044702.39,0
3,1098571.41,0.0,9105868.21,0
0,85325.55,20705898.52,2419712.98,0
1,388499.22,0.0,430287.09,0
3,498014.61,0.0,6878195.56,0
1,57796.43,0.0,677579.08,0
1,149096.56,0.0,456303.74,0
3,1277237.26,0.0,4649051.76,0
1,182073.15,0.0,488434.8,0
3,798844.64,0.0,798844.64,0
1,22148.92,28589.08,689174.2,0
1,122383.54,0.0,281577.08,0
3,512450.54,0.0,1240289.87,0
1,56296.88,0.0,130382.09,0
1,35804.87,5406.13,8588711.6,0
3,974881.56,0.0,974881.56,0
1,439632.7,0.0,911838.75,0
0,2679.68,7187560.24,6254.85,0
0,50141.93,9419038.44,158895.13,0
1,459624.42,0.0,1448027.93,0
1,366164.81,0.0,4368552.76,0
0,229139.65,13552609.79,467575.58,0
1,46728.19,0.0,3681306.0,0
0,207255.31,8906571.32,483160.32,0
0,62256.12,8168532.05,2075008.27,0
1,66414.39,0.0,391349.27,0
1,232385.0,0.0,232385.0,0
1,302101.93,0.0,1044302.97,0
3,166943.16,0.0,166943.16,0
1,84403.98,0.0,2808576.57,0
0,50923.5,3017465.12,3044879.63,0
1,413815.47,0.0,1291628.06,0
1,60395.47,0.0,2081960.15,0
1,444700.66,0.0,1783491.94,0
0,173681.56,14653034.07,1192582.48,0
1,396670.29,0.0,396670.29,0
1,197904.29,0.0,701823.11,0
0,50209.47,50312.47,161277.68,0
1,35184.02,0.0,168134.7,0
1,43656.54,216703.46,286249.87,0
0,383628.55,1610590.96,186006.21,0
3,102703.21,0.0,1286272.2,0
1,408038.8,0.0,408038.8,0
3,321025.47,0.0,321025.47,0
1,86626.47,0.0,86626.47,0
1,239254.35,0.0,952574.39,0
1,126804.5,0.0,452244.29,0
1,301724.33,0.0,846725.01,0
1,69918.42,0.0,352712.12,0
1,153406.84,0.0,326127.81,0
1,22063.02,0.0,2533765.23,0
1,22553.36,77972.64,169167.08,0
0,344597.28,2862371.28,87661.12,0
0,68547.31,3827161.22,99391.53,0
1,157248.11,0.0,157248.11,0
1,138426.18,0.0,472258.75,0
1,49938.52,0.0,608847.3,0
0,228425.89,7258338.76,1920278.08,0
1,83346.61,0.0,1069430.16,0
1,38301.12,166391.88,38301.12,0
1,190198.52,33425.48,314933.6,0
1,532480.41,0.0,2342013.88,0
3,164075.25,0.0,583545.61,0
0,182876.3,7043149.86,2383539.65,0
3,773495.08,0.0,4137634.38,0
1,254601.34,0.0,1930662.98,0
3,2854792.32,0.0,5679888.1,0
1,127717.99,0.0,452708.88,0
0,125645.71,8474780.44,1512309.39,0
0,223156.58,1887224.09,2490853.46,0
1,63261.82,0.0,208007.69,0
3,883415.92,0.0,4117078.17,0
1,87806.75,110964.25,3821280.21,0
1,131857.28,0.0,801387.91,0
1,2240.15,92096.49,160491.53,0
1,193081.7,0.0,3685435.27,0
0,71494.98,3739351.21,945280.36,0
1,28804.33,0.0,202191.51,0
1,350678.15,0.0,350678.15,0
0,170863.58,1386021.34,638158.51,0
3,787118.76,0.0,4244822.11,0
3,70903.47,0.0,2660922.02,0
1,187147.89,0.0,466114.63,0
1,142263.8,0.0,507839.43,0
1,457900.71,0.0,1036841.94,0
0,94472.27,2655100.78,44815.96,0
0,16425.17,7166495.53,1182299.92,0
1,128275.7,0.0,877843.75,0
1,137377.26,37185.74,1177508.77,0
1,246149.72,0.0,581320.38,0
1,71595.13,180617.79,995208.55,0
1,109531.98,0.0,421656.69,0
1,181123.17,0.0,741290.95,0
3,142376.99,0.0,635723.66,0
0,135235.6,3406897.57,458415.51,0
1,55326.21,0.0,364124.41,0
1,367038.77,0.0,379849.25,0
1,155243.25,0.0,549589.83,0
1,213828.33,0.0,774316.52,0
1,102456.56,0.0,317072.96,0
1,296989.03,0.0,651722.13,0
1,263719.45,11997.64,2060927.93,0
1,153658.46,0.0,153658.46,0
2,1523.89,17774.11,1178311.31,0
1,49600.95,0.0,3792438.18,0
1,302810.04,0.0,6138363.1,0
1,105426.37,0.0,605432.31,0
0,23838.81,157131.81,5891358.34,0
1,460715.78,0.0,979814.34,0
0,29323.23,6514362.24,112395.93,0
1,31286.42,0.0,2990771.33,0
0,38028.08,11962968.4,6585782.42,0
3,636109.4,0.0,1513418.43,0
1,273233.03,0.0,346680.56,0
1,180348.89,0.0,180348.89,0
3,579792.7,0.0,1960430.55,0
1,156095.43,0.0,466830.8,0
0,72774.46,9555704.8,46000.12,0
1,380911.97,0.0,908084.9,0
0,94882.55,6959347.42,1062876.01,0
1,193098.65,0.0,423420.71,0
1,163112.67,0.0,580420.18,0
1,117660.73,0.0,117660.73,0
0,171072.44,181492.21,1682885.97,0
0,61821.22,4928623.29,4682673.47,0
1,31133.27,248654.67,368527.9,0
1,42048.94,0.0,286945.41,0
1,348030.11,0.0,491547.19,0
1,571463.11,0.0,622279.34,0
1,282284.95,0.0,363280.73,0
0,1446.07,2179.07,443893.34,0
1,196938.04,0.0,196938.04,0
1,360673.91,0.0,11872176.14,0
2,16153.77,0.0,10791463.91,0
1,149125.17,0.0,426323.53,0
0,52120.25,5378817.72,215004.48,0
0,41097.74,41643.74,813545.54,0
0,109298.17,7236366.05,1802767.55,0
1,272480.29,0.0,346717.47,0
0,102143.14,175118.14,115652.98,0
0,159864.1,5103110.33,629443.18,0
1,484397.89,0.0,754038.91,0
1,121231.76,0.0,6315127.25,0
1,60855.16,0.0,1481799.33,0
0,109392.7,4530008.94,3978734.22,0
1,321395.3,0.0,321395.3,0
0,39958.61,16397519.25,117022.41,0
